source_dataset,file_id,path_type,relative_path,exists
ORIGA,023,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/023.png,True
ORIGA,024,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/024.jpg,True
ORIGA,024,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/024.png,True
ORIGA,025,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/025.jpg,True
ORIGA,025,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/025.png,True
ORIGA,026,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/026.jpg,True
ORIGA,026,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/026.png,True
ORIGA,027,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/027.jpg,True
ORIGA,027,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/027.png,True
ORIGA,028,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/028.jpg,True
ORIGA,028,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/028.png,True
ORIGA,029,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/029.jpg,True
ORIGA,029,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/029.png,True
ORIGA,030,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/030.jpg,True
ORIGA,030,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/030.png,True
ORIGA,031,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/031.jpg,True
ORIGA,031,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/031.png,True
ORIGA,032,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/032.jpg,True
ORIGA,032,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/032.png,True
ORIGA,033,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/033.jpg,True
ORIGA,033,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/033.png,True
ORIGA,034,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/034.jpg,True
ORIGA,034,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/034.png,True
ORIGA,035,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/035.jpg,True
ORIGA,035,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/035.png,True
ORIGA,036,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/036.jpg,True
ORIGA,036,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/036.png,True
ORIGA,037,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/037.jpg,True
ORIGA,037,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/037.png,True
ORIGA,038,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/038.jpg,True
ORIGA,038,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/038.png,True
ORIGA,039,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/039.jpg,True
ORIGA,039,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/039.png,True
ORIGA,040,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/040.jpg,True
ORIGA,040,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/040.png,True
ORIGA,041,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/041.jpg,True
ORIGA,041,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/041.png,True
ORIGA,042,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/042.jpg,True
ORIGA,042,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/042.png,True
ORIGA,043,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/043.jpg,True
ORIGA,043,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/043.png,True
ORIGA,044,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/044.jpg,True
ORIGA,044,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/044.png,True
ORIGA,045,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/045.jpg,True
ORIGA,045,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/045.png,True
ORIGA,046,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/046.jpg,True
ORIGA,046,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/046.png,True
ORIGA,047,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/047.jpg,True
ORIGA,047,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/047.png,True
ORIGA,048,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/048.jpg,True
ORIGA,048,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/048.png,True
ORIGA,049,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/049.jpg,True
ORIGA,049,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/049.png,True
ORIGA,050,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/050.jpg,True
ORIGA,050,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/050.png,True
ORIGA,051,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/051.jpg,True
ORIGA,051,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/051.png,True
ORIGA,052,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/052.jpg,True
ORIGA,052,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/052.png,True
ORIGA,053,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/053.jpg,True
ORIGA,053,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/053.png,True
ORIGA,054,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/054.jpg,True
ORIGA,054,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/054.png,True
ORIGA,055,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/055.jpg,True
ORIGA,055,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/055.png,True
ORIGA,056,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/056.jpg,True
ORIGA,056,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/056.png,True
ORIGA,057,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/057.jpg,True
ORIGA,057,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/057.png,True
ORIGA,058,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/058.jpg,True
ORIGA,058,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/058.png,True
ORIGA,059,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/059.jpg,True
ORIGA,059,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/059.png,True
ORIGA,060,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/060.jpg,True
ORIGA,060,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/060.png,True
ORIGA,061,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/061.jpg,True
ORIGA,061,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/061.png,True
ORIGA,062,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/062.jpg,True
ORIGA,062,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/062.png,True
ORIGA,063,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/063.jpg,True
ORIGA,063,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/063.png,True
ORIGA,064,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/064.jpg,True
ORIGA,064,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/064.png,True
ORIGA,065,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/065.jpg,True
ORIGA,065,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/065.png,True
ORIGA,066,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/066.jpg,True
ORIGA,066,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/066.png,True
ORIGA,067,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/067.jpg,True
ORIGA,067,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/067.png,True
ORIGA,068,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/068.jpg,True
ORIGA,068,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/068.png,True
ORIGA,069,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/069.jpg,True
ORIGA,069,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/069.png,True
ORIGA,070,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/070.jpg,True
ORIGA,070,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/070.png,True
ORIGA,071,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/071.jpg,True
ORIGA,071,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/071.png,True
ORIGA,072,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/072.jpg,True
ORIGA,072,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/072.png,True
ORIGA,073,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/073.jpg,True
ORIGA,073,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/073.png,True
ORIGA,074,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/074.jpg,True
ORIGA,074,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/074.png,True
ORIGA,075,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/075.jpg,True
ORIGA,075,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/075.png,True
ORIGA,076,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/076.jpg,True
ORIGA,076,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/076.png,True
ORIGA,077,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/077.jpg,True
ORIGA,077,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/077.png,True
ORIGA,078,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/078.jpg,True
ORIGA,078,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/078.png,True
ORIGA,079,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/079.jpg,True
ORIGA,079,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/079.png,True
ORIGA,080,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/080.jpg,True
ORIGA,080,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/080.png,True
ORIGA,081,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/081.jpg,True
ORIGA,081,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/081.png,True
ORIGA,082,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/082.jpg,True
ORIGA,082,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/082.png,True
ORIGA,083,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/083.jpg,True
ORIGA,083,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/083.png,True
ORIGA,084,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/084.jpg,True
ORIGA,084,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/084.png,True
ORIGA,085,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/085.jpg,True
ORIGA,085,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/085.png,True
ORIGA,086,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/086.jpg,True
ORIGA,086,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/086.png,True
ORIGA,087,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/087.jpg,True
ORIGA,087,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/087.png,True
ORIGA,088,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/088.jpg,True
ORIGA,088,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/088.png,True
ORIGA,089,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/089.jpg,True
ORIGA,089,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/089.png,True
ORIGA,090,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/090.jpg,True
ORIGA,090,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/090.png,True
ORIGA,091,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/091.jpg,True
ORIGA,091,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/091.png,True
ORIGA,092,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/092.jpg,True
ORIGA,092,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/092.png,True
ORIGA,093,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/093.jpg,True
ORIGA,093,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/093.png,True
ORIGA,094,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/094.jpg,True
ORIGA,094,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/094.png,True
ORIGA,095,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/095.jpg,True
ORIGA,095,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/095.png,True
ORIGA,096,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/096.jpg,True
ORIGA,096,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/096.png,True
ORIGA,097,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/097.jpg,True
ORIGA,097,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/097.png,True
ORIGA,098,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/098.jpg,True
ORIGA,098,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/098.png,True
ORIGA,099,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/099.jpg,True
ORIGA,099,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/099.png,True
ORIGA,100,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/100.jpg,True
ORIGA,100,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/100.png,True
ORIGA,101,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/101.jpg,True
ORIGA,101,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/101.png,True
ORIGA,102,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/102.jpg,True
ORIGA,102,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/102.png,True
ORIGA,103,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/103.jpg,True
ORIGA,103,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/103.png,True
ORIGA,104,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/104.jpg,True
ORIGA,104,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/104.png,True
ORIGA,105,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/105.jpg,True
ORIGA,105,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/105.png,True
ORIGA,106,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/106.jpg,True
ORIGA,106,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/106.png,True
ORIGA,107,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/107.jpg,True
ORIGA,107,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/107.png,True
ORIGA,108,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/108.jpg,True
ORIGA,108,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/108.png,True
ORIGA,109,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/109.jpg,True
ORIGA,109,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/109.png,True
ORIGA,110,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/110.jpg,True
ORIGA,110,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/110.png,True
ORIGA,111,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/111.jpg,True
ORIGA,111,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/111.png,True
ORIGA,112,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/112.jpg,True
ORIGA,112,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/112.png,True
ORIGA,113,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/113.jpg,True
ORIGA,113,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/113.png,True
ORIGA,114,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/114.jpg,True
ORIGA,114,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/114.png,True
ORIGA,115,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/115.jpg,True
ORIGA,115,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/115.png,True
ORIGA,116,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/116.jpg,True
ORIGA,116,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/116.png,True
ORIGA,117,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/117.jpg,True
ORIGA,117,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/117.png,True
ORIGA,118,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/118.jpg,True
ORIGA,118,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/118.png,True
ORIGA,119,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/119.jpg,True
ORIGA,119,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/119.png,True
ORIGA,120,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/120.jpg,True
ORIGA,120,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/120.png,True
ORIGA,121,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/121.jpg,True
ORIGA,121,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/121.png,True
ORIGA,122,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/122.jpg,True
ORIGA,122,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/122.png,True
ORIGA,123,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/123.jpg,True
ORIGA,123,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/123.png,True
ORIGA,124,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/124.jpg,True
ORIGA,124,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/124.png,True
ORIGA,125,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/125.jpg,True
ORIGA,125,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/125.png,True
ORIGA,126,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/126.jpg,True
ORIGA,126,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/126.png,True
ORIGA,127,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/127.jpg,True
ORIGA,127,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/127.png,True
ORIGA,128,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/128.jpg,True
ORIGA,128,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/128.png,True
ORIGA,129,image,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Images/129.jpg,True
ORIGA,129,mask,data/external/kaggle/glaucoma_fundus_imaging_bundle/ORIGA/Masks/129.png,True
